ID caso,Año de los casos,Rango de edad de la víctima,Departamento,Mes,Tipo de violencia,Acciones preventivas,Autoidentificadores étnicos,Centro utilizado,Denuncia realizada,Estado de la denuncia
4301,2020,55 o más,Cusco,Mayo,Violencia de género,Asesoramiento legal,Mestizo,Centro de Salud,Sí,Pendiente
4302,2018,18-24,Junín,Septiembre,Violencia de género,Campañas de sensibilización,Blanco,Centro de Salud,No,-
4303,2018,55 o más,Lambayeque,Julio,Violencia familiar,Atención psicológica,Mestizo,CEM,No,-
4304,2023,35-44,Junín,Junio,Violencia familiar,Asesoramiento legal,Mestizo,Línea 100,No,-
4305,2020,6-11,La Libertad,Noviembre,Violencia de pareja,Programas de educación indígena,Indígena amazónico,Centro de Salud,No,-
4306,2018,6-11,Moquegua,Noviembre,Violencia doméstica,Talleres de prevención,Indígena amazónico,Línea 100,No,-
4307,2019,35-44,Ayacucho,Enero,Agresión sexual,Talleres de prevención,Quechua,Centro de Salud,No,-
4308,2023,35-44,Ancash,Noviembre,Violencia de género,Atención psicológica,Blanco,Comisaria,Sí,Cerrada
4309,2021,0-5,Huancavelica,Octubre,Violencia doméstica,Talleres de prevención,Quechua,Línea 100,No,-
4310,2020,55 o más,Tumbes,Agosto,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,CEM,No,-
4311,2020,18-24,La Libertad,Julio,Violencia familiar,Asesoramiento legal,Indígena amazónico,Comisaria,Sí,Cerrada
4312,2018,55 o más,Puno,Marzo,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,CEM,No,-
4313,2022,6-11,Ancash,Septiembre,Violencia familiar,Talleres de prevención,Quechua,Línea 100,No,-
4314,2019,55 o más,Pasco,Octubre,Violencia familiar,Programas de educación indígena,Quechua,Centro de Salud,Sí,En proceso
4315,2022,0-5,Puno,Junio,Violencia de pareja,Asesoramiento legal,Blanco,Comisaria,Sí,Pendiente
4316,2023,25-34,Ancash,Junio,Violencia de pareja,Programas de educación indígena,Mestizo,Línea 100,No,-
4317,2019,55 o más,Huanuco,Marzo,Violencia de pareja,Talleres de prevención,Mestizo,CEM,No,-
4318,2022,12-17,Apurimac,Enero,Violencia de pareja,Talleres de prevención,Afrodescendiente,CEM,Sí,Pendiente
4319,2022,12-17,Lambayeque,Marzo,Agresión sexual,Talleres de prevención,Mestizo,Centro de Salud,No,-
4320,2020,18-24,Madre de Dios,Septiembre,Agresión sexual,Programas de educación indígena,Blanco,Centro de Salud,Sí,Pendiente
4321,2020,55 o más,Madre de Dios,Enero,Violencia familiar,Asesoramiento legal,Afrodescendiente,Comisaria,Sí,Pendiente
4322,2023,18-24,Cusco,Junio,Violencia de género,Programas de educación indígena,Quechua,Comisaria,Sí,Pendiente
4323,2019,0-5,Ucayali,Septiembre,Violencia de pareja,Talleres de prevención,Indígena amazónico,Centro de Salud,No,-
4324,2021,18-24,Apurimac,Noviembre,Violencia familiar,Talleres de prevención,Afrodescendiente,Comisaria,Sí,Pendiente
4325,2021,12-17,Piura,Septiembre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,En investigación
4326,2019,25-34,Arequipa,Marzo,Violencia familiar,Atención psicológica,Quechua,Línea 100,Sí,Cerrada
4327,2020,35-44,Piura,Mayo,Violencia familiar,Atención psicológica,Indígena amazónico,CEM,No,-
4328,2019,12-17,Lima,Diciembre,Violencia doméstica,Atención psicológica,Indígena amazónico,CEM,No,-
4329,2022,12-17,San Martín,Agosto,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,En investigación
4330,2019,18-24,Puno,Agosto,Violencia de género,Asesoramiento legal,Quechua,Línea 100,Sí,Pendiente
4331,2023,18-24,Ica,Mayo,Violencia doméstica,Talleres de prevención,Afrodescendiente,CEM,Sí,En proceso
4332,2022,45-54,Tacna,Octubre,Agresión sexual,Atención psicológica,Blanco,Línea 100,No,-
4333,2022,6-11,San Martín,Julio,Agresión sexual,Talleres de prevención,Afrodescendiente,Línea 100,No,-
4334,2018,55 o más,Ica,Marzo,Violencia de género,Atención psicológica,Mestizo,Centro de Salud,Sí,En investigación
4335,2019,6-11,San Martín,Junio,Agresión sexual,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,Cerrada
4336,2023,12-17,Pasco,Agosto,Violencia de pareja,Atención psicológica,Mestizo,CEM,Sí,En proceso
4337,2021,12-17,Apurimac,Agosto,Violencia doméstica,Campañas de sensibilización,Mestizo,CEM,No,-
4338,2022,55 o más,Cusco,Mayo,Violencia de género,Atención psicológica,Afrodescendiente,CEM,No,-
4339,2018,18-24,Lambayeque,Enero,Agresión sexual,Talleres de prevención,Quechua,Centro de Salud,Sí,Pendiente
4340,2021,18-24,Junín,Noviembre,Violencia doméstica,Programas de educación indígena,Blanco,Línea 100,Sí,Cerrada
4341,2022,45-54,Loreto,Diciembre,Violencia de género,Atención psicológica,Quechua,Línea 100,No,-
4342,2018,12-17,Apurimac,Abril,Agresión sexual,Campañas de sensibilización,Mestizo,Comisaria,No,-
4343,2022,45-54,San Martín,Julio,Violencia doméstica,Programas de educación indígena,Quechua,Centro de Salud,No,-
4344,2018,12-17,Huancavelica,Julio,Violencia de pareja,Talleres de prevención,Mestizo,Centro de Salud,Sí,Cerrada
4345,2021,6-11,Cajamarca,Mayo,Violencia doméstica,Campañas de sensibilización,Blanco,Comisaria,Sí,En proceso
4346,2021,55 o más,Moquegua,Agosto,Agresión sexual,Atención psicológica,Mestizo,Comisaria,Sí,En investigación
4347,2021,0-5,Lambayeque,Julio,Agresión sexual,Talleres de prevención,Mestizo,CEM,Sí,En investigación
4348,2021,55 o más,Junín,Mayo,Violencia de pareja,Programas de educación indígena,Blanco,Comisaria,No,-
4349,2020,45-54,Tumbes,Septiembre,Violencia de pareja,Atención psicológica,Mestizo,Centro de Salud,No,-
4350,2021,25-34,Loreto,Noviembre,Violencia doméstica,Programas de educación indígena,Mestizo,Centro de Salud,No,-
4351,2022,12-17,Lima,Octubre,Agresión sexual,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
4352,2019,6-11,Amazonas,Marzo,Violencia doméstica,Asesoramiento legal,Quechua,Centro de Salud,No,-
4353,2022,12-17,La Libertad,Julio,Violencia doméstica,Campañas de sensibilización,Blanco,CEM,Sí,Cerrada
4354,2021,12-17,Amazonas,Septiembre,Violencia de género,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
4355,2022,12-17,Piura,Agosto,Violencia familiar,Atención psicológica,Blanco,CEM,No,-
4356,2022,6-11,Ayacucho,Noviembre,Violencia doméstica,Campañas de sensibilización,Quechua,CEM,No,-
4357,2023,0-5,La Libertad,Julio,Violencia de género,Campañas de sensibilización,Indígena amazónico,Centro de Salud,No,-
4358,2019,6-11,Ucayali,Abril,Agresión sexual,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,En proceso
4359,2020,25-34,Amazonas,Diciembre,Agresión sexual,Campañas de sensibilización,Quechua,CEM,No,-
4360,2023,45-54,Arequipa,Marzo,Violencia de pareja,Programas de educación indígena,Indígena amazónico,CEM,No,-
4361,2019,6-11,Tumbes,Enero,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Línea 100,No,-
4362,2023,6-11,Tacna,Marzo,Violencia familiar,Talleres de prevención,Quechua,Línea 100,Sí,En investigación
4363,2019,45-54,Huancavelica,Agosto,Violencia familiar,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,Cerrada
4364,2019,18-24,Loreto,Septiembre,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,Cerrada
4365,2018,45-54,Lima,Octubre,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,Sí,En proceso
4366,2021,0-5,La Libertad,Abril,Violencia de pareja,Atención psicológica,Mestizo,CEM,Sí,Pendiente
4367,2021,6-11,Apurimac,Abril,Violencia doméstica,Asesoramiento legal,Indígena amazónico,CEM,Sí,En proceso
4368,2021,35-44,Arequipa,Enero,Violencia de género,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
4369,2022,6-11,Loreto,Julio,Violencia de género,Campañas de sensibilización,Blanco,Comisaria,Sí,En investigación
4370,2020,18-24,Huancavelica,Septiembre,Violencia de pareja,Programas de educación indígena,Indígena amazónico,Línea 100,No,-
4371,2019,6-11,Callao,Julio,Agresión sexual,Atención psicológica,Afrodescendiente,Línea 100,Sí,En investigación
4372,2020,6-11,Callao,Septiembre,Violencia de pareja,Talleres de prevención,Indígena amazónico,Línea 100,No,-
4373,2022,45-54,Madre de Dios,Septiembre,Violencia doméstica,Atención psicológica,Indígena amazónico,Centro de Salud,Sí,Pendiente
4374,2023,6-11,Pasco,Abril,Violencia de género,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
4375,2022,0-5,Amazonas,Mayo,Violencia de género,Atención psicológica,Blanco,Línea 100,No,-
4376,2022,0-5,Tumbes,Febrero,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Línea 100,Sí,En investigación
4377,2019,0-5,Ayacucho,Septiembre,Violencia doméstica,Atención psicológica,Afrodescendiente,Línea 100,No,-
4378,2022,18-24,Pasco,Noviembre,Agresión sexual,Campañas de sensibilización,Blanco,Línea 100,No,-
4379,2021,35-44,Tacna,Mayo,Agresión sexual,Programas de educación indígena,Blanco,CEM,No,-
4380,2022,12-17,Lima,Enero,Agresión sexual,Talleres de prevención,Afrodescendiente,CEM,No,-
4381,2020,55 o más,Ica,Septiembre,Violencia de pareja,Campañas de sensibilización,Quechua,Línea 100,No,-
4382,2022,12-17,San Martín,Junio,Violencia de pareja,Atención psicológica,Blanco,CEM,No,-
4383,2020,55 o más,Ancash,Abril,Violencia doméstica,Asesoramiento legal,Mestizo,Línea 100,No,-
4384,2021,0-5,Huanuco,Julio,Agresión sexual,Programas de educación indígena,Blanco,Comisaria,Sí,En proceso
4385,2020,6-11,Junín,Marzo,Violencia doméstica,Campañas de sensibilización,Blanco,Comisaria,No,-
4386,2020,45-54,Huanuco,Noviembre,Violencia familiar,Talleres de prevención,Afrodescendiente,CEM,Sí,En proceso
4387,2022,0-5,Tacna,Octubre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,En investigación
4388,2021,35-44,Callao,Agosto,Violencia doméstica,Atención psicológica,Mestizo,Comisaria,Sí,Pendiente
4389,2023,25-34,San Martín,Agosto,Violencia de género,Atención psicológica,Mestizo,CEM,No,-
4390,2023,12-17,Cusco,Mayo,Agresión sexual,Asesoramiento legal,Blanco,CEM,Sí,Pendiente
4391,2022,18-24,Puno,Noviembre,Agresión sexual,Talleres de prevención,Quechua,Comisaria,Sí,En proceso
4392,2018,12-17,Moquegua,Abril,Violencia de género,Programas de educación indígena,Blanco,Comisaria,No,-
4393,2021,25-34,Lima,Junio,Agresión sexual,Atención psicológica,Mestizo,Centro de Salud,No,-
4394,2021,45-54,Huancavelica,Febrero,Agresión sexual,Asesoramiento legal,Blanco,CEM,No,-
4395,2023,55 o más,La Libertad,Agosto,Violencia de pareja,Programas de educación indígena,Quechua,Línea 100,Sí,Pendiente
4396,2022,18-24,Arequipa,Abril,Violencia familiar,Campañas de sensibilización,Indígena amazónico,Línea 100,No,-
4397,2022,0-5,Ucayali,Julio,Violencia de pareja,Talleres de prevención,Quechua,Línea 100,No,-
4398,2023,45-54,Loreto,Junio,Violencia familiar,Campañas de sensibilización,Indígena amazónico,Centro de Salud,No,-
4399,2021,35-44,Arequipa,Agosto,Violencia familiar,Programas de educación indígena,Mestizo,CEM,No,-
4400,2020,25-34,La Libertad,Julio,Violencia doméstica,Talleres de prevención,Blanco,Centro de Salud,Sí,En proceso
4401,2021,0-5,Loreto,Abril,Violencia de género,Atención psicológica,Afrodescendiente,Centro de Salud,No,-
4402,2021,18-24,Junín,Mayo,Agresión sexual,Talleres de prevención,Afrodescendiente,CEM,No,-
4403,2018,6-11,Huanuco,Julio,Violencia doméstica,Programas de educación indígena,Quechua,CEM,Sí,Cerrada
4404,2023,0-5,Huancavelica,Junio,Violencia de género,Talleres de prevención,Afrodescendiente,Centro de Salud,No,-
4405,2023,55 o más,Callao,Enero,Violencia doméstica,Atención psicológica,Blanco,CEM,No,-
4406,2020,0-5,Lima,Enero,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,En proceso
4407,2022,45-54,Arequipa,Diciembre,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,Comisaria,Sí,En proceso
4408,2022,55 o más,Apurimac,Enero,Violencia de género,Programas de educación indígena,Afrodescendiente,Línea 100,Sí,Cerrada
4409,2018,12-17,Amazonas,Octubre,Violencia de género,Asesoramiento legal,Indígena amazónico,Comisaria,No,-
4410,2022,45-54,Callao,Febrero,Violencia de género,Campañas de sensibilización,Blanco,Línea 100,No,-
4411,2022,45-54,Ucayali,Diciembre,Violencia familiar,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,Cerrada
4412,2019,55 o más,Lima,Noviembre,Agresión sexual,Asesoramiento legal,Blanco,Comisaria,Sí,Cerrada
4413,2019,35-44,Huanuco,Mayo,Violencia de pareja,Programas de educación indígena,Quechua,Línea 100,No,-
4414,2021,35-44,Cusco,Septiembre,Violencia de género,Talleres de prevención,Afrodescendiente,CEM,Sí,En proceso
4415,2022,18-24,Callao,Febrero,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,CEM,No,-
4416,2019,25-34,Huanuco,Julio,Violencia de género,Talleres de prevención,Quechua,Comisaria,No,-
4417,2022,18-24,Ancash,Mayo,Violencia de pareja,Talleres de prevención,Indígena amazónico,Comisaria,Sí,Cerrada
4418,2022,12-17,Tumbes,Diciembre,Violencia de pareja,Atención psicológica,Afrodescendiente,Comisaria,No,-
4419,2018,18-24,Huancavelica,Julio,Agresión sexual,Talleres de prevención,Quechua,Centro de Salud,Sí,En investigación
4420,2021,35-44,Cusco,Agosto,Agresión sexual,Atención psicológica,Quechua,Centro de Salud,No,-
4421,2021,0-5,Ayacucho,Julio,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Centro de Salud,No,-
4422,2020,25-34,Cajamarca,Marzo,Violencia de género,Atención psicológica,Mestizo,CEM,No,-
4423,2022,6-11,Puno,Febrero,Agresión sexual,Asesoramiento legal,Indígena amazónico,Línea 100,Sí,Cerrada
4424,2022,55 o más,Callao,Abril,Violencia de pareja,Programas de educación indígena,Mestizo,CEM,No,-
4425,2018,55 o más,Tumbes,Enero,Violencia de pareja,Asesoramiento legal,Quechua,Línea 100,No,-
4426,2021,45-54,Callao,Abril,Violencia de género,Programas de educación indígena,Quechua,CEM,Sí,Cerrada
4427,2022,0-5,Ayacucho,Octubre,Violencia de género,Programas de educación indígena,Indígena amazónico,Centro de Salud,No,-
4428,2023,25-34,Cajamarca,Octubre,Violencia familiar,Asesoramiento legal,Mestizo,CEM,No,-
4429,2020,0-5,Cusco,Abril,Violencia de pareja,Campañas de sensibilización,Mestizo,Comisaria,Sí,Cerrada
4430,2020,25-34,Loreto,Noviembre,Violencia de género,Asesoramiento legal,Afrodescendiente,CEM,No,-
4431,2022,6-11,Pasco,Enero,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Centro de Salud,No,-
4432,2018,6-11,Apurimac,Septiembre,Violencia familiar,Asesoramiento legal,Indígena amazónico,Centro de Salud,Sí,En investigación
4433,2018,45-54,Piura,Noviembre,Violencia de pareja,Atención psicológica,Blanco,Centro de Salud,No,-
4434,2018,12-17,Arequipa,Junio,Agresión sexual,Campañas de sensibilización,Blanco,Línea 100,No,-
4435,2022,35-44,Piura,Enero,Violencia doméstica,Programas de educación indígena,Quechua,Centro de Salud,Sí,Pendiente
4436,2019,45-54,La Libertad,Enero,Agresión sexual,Talleres de prevención,Quechua,CEM,Sí,Cerrada
4437,2021,12-17,Huancavelica,Junio,Violencia de género,Asesoramiento legal,Mestizo,Centro de Salud,No,-
4438,2022,55 o más,La Libertad,Octubre,Violencia doméstica,Atención psicológica,Indígena amazónico,Comisaria,Sí,Cerrada
4439,2019,12-17,Callao,Marzo,Agresión sexual,Atención psicológica,Afrodescendiente,Comisaria,No,-
4440,2021,18-24,Junín,Noviembre,Violencia familiar,Talleres de prevención,Blanco,Comisaria,Sí,Pendiente
4441,2021,0-5,Moquegua,Julio,Violencia de género,Atención psicológica,Indígena amazónico,Línea 100,No,-
4442,2022,18-24,Madre de Dios,Abril,Violencia de pareja,Campañas de sensibilización,Quechua,Comisaria,No,-
4443,2020,35-44,Amazonas,Diciembre,Agresión sexual,Programas de educación indígena,Afrodescendiente,CEM,Sí,Cerrada
4444,2019,45-54,Huanuco,Marzo,Violencia de género,Programas de educación indígena,Indígena amazónico,Línea 100,No,-
4445,2018,0-5,Madre de Dios,Marzo,Violencia familiar,Campañas de sensibilización,Afrodescendiente,Centro de Salud,No,-
4446,2019,6-11,Cusco,Octubre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Centro de Salud,No,-
4447,2019,35-44,La Libertad,Octubre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Comisaria,Sí,Pendiente
4448,2019,45-54,Arequipa,Mayo,Violencia de género,Programas de educación indígena,Mestizo,Centro de Salud,No,-
4449,2023,45-54,Ucayali,Agosto,Agresión sexual,Atención psicológica,Afrodescendiente,CEM,Sí,En investigación
4450,2019,55 o más,Ayacucho,Noviembre,Violencia familiar,Programas de educación indígena,Indígena amazónico,Línea 100,No,-
4451,2019,12-17,Tacna,Diciembre,Violencia doméstica,Atención psicológica,Blanco,CEM,No,-
4452,2021,18-24,Moquegua,Marzo,Violencia familiar,Talleres de prevención,Afrodescendiente,Comisaria,No,-
4453,2020,12-17,Amazonas,Agosto,Agresión sexual,Programas de educación indígena,Mestizo,Línea 100,Sí,En investigación
4454,2018,6-11,Moquegua,Enero,Agresión sexual,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,En proceso
4455,2021,45-54,Lima,Abril,Violencia familiar,Asesoramiento legal,Blanco,Comisaria,Sí,En investigación
4456,2020,0-5,Lima,Abril,Violencia de pareja,Atención psicológica,Blanco,Línea 100,Sí,En investigación
4457,2020,12-17,Madre de Dios,Marzo,Agresión sexual,Atención psicológica,Quechua,Línea 100,No,-
4458,2021,6-11,Arequipa,Septiembre,Violencia de pareja,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
4459,2023,6-11,Piura,Diciembre,Violencia de género,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,Cerrada
4460,2019,45-54,Tacna,Julio,Violencia familiar,Campañas de sensibilización,Blanco,Comisaria,No,-
4461,2018,18-24,Callao,Enero,Violencia doméstica,Asesoramiento legal,Afrodescendiente,CEM,No,-
4462,2019,55 o más,Huanuco,Marzo,Violencia de género,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
4463,2019,18-24,Ucayali,Diciembre,Violencia familiar,Atención psicológica,Quechua,Centro de Salud,Sí,Pendiente
4464,2021,12-17,Cajamarca,Noviembre,Violencia de género,Programas de educación indígena,Blanco,Centro de Salud,Sí,Cerrada
4465,2022,0-5,Apurimac,Febrero,Violencia doméstica,Talleres de prevención,Mestizo,Comisaria,No,-
4466,2019,12-17,Pasco,Noviembre,Agresión sexual,Talleres de prevención,Afrodescendiente,Línea 100,Sí,Pendiente
4467,2020,35-44,Moquegua,Diciembre,Violencia de pareja,Talleres de prevención,Indígena amazónico,CEM,No,-
4468,2023,0-5,Ucayali,Julio,Violencia doméstica,Talleres de prevención,Quechua,Comisaria,Sí,En investigación
